id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
10704.0,1970-01-01 00:00:00.000001969,Graduation,Single,54803.0,0,1,21-08-2012,65,404,0,92,28.0,27.0,142,2,6,2.0,9,4,0,0,0,0,0,0,3,11,0
5125.0,1970-01-01 00:00:00.000001960,Graduation,Married,79530.0,0,0,17-05-2013,64,333,0,815,129.0,42.0,29,1,4,10.0,11,2,0,0,0,0,0,0,3,11,0
4432.0,1970-01-01 00:00:00.000001976,Graduation,Divorced,31615.0,1,0,16-03-2013,82,2,3,20,6.0,11.0,9,2,2,0.0,3,7,0,0,0,0,0,0,3,11,0
5955.0,1970-01-01 00:00:00.000001962,Graduation,Together,72025.0,0,0,17-11-2012,27,833,33,549,151.0,133.0,227,1,4,3.0,8,3,0,0,0,0,0,0,3,11,0
2928.0,1970-01-01 00:00:00.000001975,PhD,Single,52614.0,0,1,01-12-2012,63,789,0,142,12.0,9.0,38,2,2,4.0,8,8,0,0,0,0,0,0,3,11,0
5680.0,1970-01-01 00:00:00.000001984,2n Cycle,Married,35684.0,1,0,22-04-2014,66,10,4,7,0.0,6.0,3,1,1,0.0,3,6,0,0,0,0,0,0,3,11,0
10313.0,1970-01-01 00:00:00.000001975,Graduation,Married,48178.0,1,1,28-10-2012,69,159,4,45,6.0,2.0,38,6,5,1.0,4,8,0,0,0,0,0,0,3,11,0
2557.0,1970-01-01 00:00:00.000001970,Master,Single,29548.0,1,0,29-08-2013,52,7,1,6,3.0,1.0,11,1,1,1.0,2,4,1,0,0,0,0,0,3,11,0
1245.0,1970-01-01 00:00:00.000001966,Graduation,Single,63810.0,0,1,11-11-2012,45,977,12,253,16.0,12.0,101,4,4,3.0,12,8,0,1,0,0,0,0,3,11,0
1519.0,1970-01-01 00:00:00.000001972,PhD,Single,38578.0,1,1,22-06-2013,2,38,4,22,3.0,3.0,3,3,3,0.0,3,8,0,0,0,0,0,0,3,11,1
10703.0,1970-01-01 00:00:00.000001975,Master,Single,46098.0,1,1,18-08-2012,86,57,0,27,0.0,0.0,36,4,3,2.0,2,8,0,0,0,0,0,0,3,11,0
1726.0,1970-01-01 00:00:00.000001970,Graduation,Single,22585.0,0,0,18-03-2013,23,3,9,15,13.0,2.0,39,1,1,1.0,2,9,1,0,0,0,0,0,3,11,1
4459.0,1970-01-01 00:00:00.000001989,Graduation,Single,30279.0,1,0,30-12-2012,13,10,4,14,4.0,4.0,1,1,1,0.0,3,8,0,0,0,0,0,0,3,11,0
1729.0,1970-01-01 00:00:00.000001961,PhD,Together,66426.0,0,1,02-10-2013,14,1043,24,97,32.0,24.0,157,2,3,5.0,10,6,0,0,0,0,0,0,3,11,0
1517.0,1970-01-01 00:00:00.000001969,Graduation,Single,30822.0,1,0,14-06-2013,92,3,9,13,2.0,12.0,12,1,1,0.0,3,7,0,0,0,0,0,0,3,11,0
2098.0,1970-01-01 00:00:00.000001969,PhD,Married,33581.0,2,0,08-01-2013,38,11,0,5,0.0,0.0,1,1,1,0.0,2,8,0,0,0,0,0,0,3,11,0
9543.0,1970-01-01 00:00:00.000001985,Graduation,Married,19986.0,1,0,14-11-2013,74,3,6,5,0.0,2.0,6,1,0,0.0,3,7,0,0,0,0,0,0,3,11,0
6878.0,1970-01-01 00:00:00.000001954,Graduation,Widow,27421.0,0,0,12-12-2012,14,43,12,96,78.0,40.0,55,3,4,1.0,6,7,0,0,0,0,0,0,3,11,0
3310.0,1970-01-01 00:00:00.000001973,2n Cycle,Married,35688.0,2,1,22-08-2012,94,73,3,90,12.0,1.0,32,7,4,1.0,4,8,0,0,0,0,0,0,3,11,0
2724.0,1970-01-01 00:00:00.000001981,Master,Single,36143.0,1,0,30-03-2014,33,12,0,2,0.0,0.0,6,1,0,1.0,2,3,0,0,0,0,0,0,3,11,0
948.0,1970-01-01 00:00:00.000001971,Graduation,Single,10245.0,1,0,15-05-2013,32,4,7,7,6.0,4.0,13,3,1,2.0,2,5,0,0,0,0,0,0,3,11,0
6720.0,1970-01-01 00:00:00.000001968,Master,Together,43795.0,0,1,16-10-2013,11,314,11,53,4.0,3.0,107,3,7,3.0,4,7,0,1,0,0,0,0,3,11,1
6202.0,1970-01-01 00:00:00.000001960,Graduation,Together,63381.0,0,1,05-10-2012,78,571,50,142,33.0,50.0,159,4,4,5.0,13,2,0,0,0,0,0,0,3,11,0
2066.0,1970-01-01 00:00:00.000001949,Graduation,Together,38823.0,0,1,30-08-2012,56,70,0,11,2.0,8.0,23,1,2,1.0,3,6,0,0,0,0,0,0,3,11,0
9799.0,1970-01-01 00:00:00.000001968,PhD,Divorced,83664.0,1,1,08-05-2013,57,866,21,151,28.0,21.0,86,3,2,2.0,12,5,0,0,0,0,0,0,3,11,0
8318.0,1970-01-01 00:00:00.000001979,Graduation,Together,90300.0,0,0,03-01-2014,7,594,134,786,33.0,134.0,57,0,5,6.0,8,1,0,0,1,0,0,0,3,11,0
5642.0,1970-01-01 00:00:00.000001979,Master,Together,62499.0,1,0,09-12-2013,0,140,4,61,0.0,13.0,4,2,3,1.0,6,4,0,0,0,0,0,0,3,11,0
2669.0,1970-01-01 00:00:00.000001993,Graduation,Single,74293.0,0,0,04-05-2014,66,375,152,335,93.0,91.0,81,1,5,4.0,6,2,0,0,0,0,0,0,3,11,0
455.0,1970-01-01 00:00:00.000001946,PhD,Married,51012.0,0,0,18-04-2013,86,102,9,63,2.0,9.0,24,1,4,1.0,4,6,0,0,0,0,0,0,3,11,0
7683.0,1970-01-01 00:00:00.000001968,Master,Married,70777.0,0,1,25-02-2014,80,554,35,113,0.0,7.0,78,3,5,3.0,12,3,0,0,0,0,0,0,3,11,0
3428.0,1970-01-01 00:00:00.000001991,PhD,Together,68682.0,0,0,06-10-2013,56,919,0,505,99.0,30.0,45,1,4,9.0,10,2,0,0,0,0,0,0,3,11,0
7414.0,1970-01-01 00:00:00.000001971,Graduation,Married,43824.0,1,1,15-09-2012,18,96,1,42,12.0,3.0,32,4,3,1.0,4,8,0,0,0,0,0,0,3,11,0
6354.0,1970-01-01 00:00:00.000001984,Graduation,Together,15345.0,1,0,31-08-2012,51,5,2,16,3.0,2.0,19,2,1,1.0,2,8,0,0,0,0,0,0,3,11,1
798.0,1970-01-01 00:00:00.000001987,Graduation,Single,23442.0,1,0,24-12-2012,71,2,0,6,8.0,6.0,5,1,1,0.0,3,7,0,0,0,0,0,0,3,11,0
8213.0,1970-01-01 00:00:00.000001980,2n Cycle,Together,14515.0,1,0,09-11-2012,71,6,4,9,6.0,36.0,35,4,2,2.0,3,7,0,0,0,0,0,0,3,11,1
2488.0,1970-01-01 00:00:00.000001956,2n Cycle,Divorced,31395.0,1,1,23-03-2013,80,23,1,25,0.0,8.0,7,4,2,1.0,3,6,0,0,0,0,0,0,3,11,0
9999.0,1970-01-01 00:00:00.000001965,Graduation,Together,75276.0,0,0,27-09-2012,2,610,105,125,137.0,42.0,21,1,9,4.0,9,5,0,0,0,0,0,0,3,11,0
7617.0,1970-01-01 00:00:00.000001974,Graduation,Single,42373.0,1,1,15-08-2013,83,67,5,61,3.0,8.0,19,5,2,1.0,5,5,0,0,0,0,0,0,3,11,0
615.0,1970-01-01 00:00:00.000001960,Graduation,Together,30507.0,0,0,11-03-2013,29,65,36,74,38.0,20.0,110,1,5,1.0,4,7,0,0,0,0,0,0,3,11,0
2552.0,1970-01-01 00:00:00.000001955,PhD,Single,55521.0,1,2,22-10-2013,11,416,0,26,0.0,0.0,4,9,6,3.0,6,7,0,1,0,0,0,0,3,11,1
194.0,1970-01-01 00:00:00.000001965,Graduation,Married,48006.0,1,1,09-06-2014,55,23,0,11,3.0,2.0,2,1,1,0.0,3,6,0,0,0,0,0,0,3,11,0
3645.0,1970-01-01 00:00:00.000001972,PhD,Single,27213.0,1,0,30-08-2012,19,19,3,26,10.0,9.0,3,3,2,0.0,4,8,0,0,0,0,0,0,3,11,1
8890.0,1970-01-01 00:00:00.000001971,PhD,Divorced,65808.0,1,1,30-05-2014,1,155,7,80,13.0,7.0,10,3,5,1.0,5,6,0,0,0,0,0,0,3,11,0
5049.0,1970-01-01 00:00:00.000001974,PhD,Together,30351.0,1,0,06-06-2013,19,14,0,24,3.0,3.0,2,1,3,0.0,2,9,0,0,0,0,0,0,3,11,0
9973.0,1970-01-01 00:00:00.000001963,Graduation,Married,50437.0,0,2,17-10-2012,28,370,9,92,6.0,9.0,4,3,7,1.0,8,7,0,0,0,0,0,0,3,11,0
7301.0,1970-01-01 00:00:00.000001982,2n Cycle,Single,23616.0,1,0,17-11-2012,76,4,22,11,3.0,7.0,32,2,3,0.0,3,8,0,0,0,0,0,0,3,11,1
10882.0,1970-01-01 00:00:00.000001976,Graduation,Married,53858.0,0,1,09-11-2012,50,407,53,221,58.0,150.0,26,4,4,3.0,6,4,0,0,0,0,0,0,3,11,0
7030.0,1970-01-01 00:00:00.000001955,PhD,Married,66465.0,0,1,30-03-2013,1,1200,0,204,38.0,29.0,14,3,11,9.0,12,6,0,0,0,1,0,0,3,11,0
7422.0,1970-01-01 00:00:00.000001987,Graduation,Single,46923.0,1,0,22-08-2012,90,85,44,54,102.0,78.0,6,3,5,1.0,7,7,0,0,0,0,0,0,3,11,0
3523.0,1970-01-01 00:00:00.000001962,Graduation,Together,75072.0,0,1,23-01-2013,83,583,34,309,0.0,22.0,125,2,5,4.0,8,3,0,0,0,0,0,0,3,11,0
7106.0,1970-01-01 00:00:00.000001943,PhD,Married,75865.0,0,0,31-03-2014,73,483,0,591,156.0,0.0,12,1,3,5.0,10,1,0,0,0,0,0,0,3,11,0
6504.0,1970-01-01 00:00:00.000001975,2n Cycle,Together,19789.0,1,0,20-11-2013,24,2,5,9,28.0,6.0,28,3,2,1.0,3,5,1,0,0,0,0,0,3,11,0
5067.0,1970-01-01 00:00:00.000001994,Graduation,Together,80134.0,0,0,14-02-2014,11,966,26,282,52.0,26.0,26,1,2,7.0,11,5,0,1,1,1,1,0,3,11,0
4216.0,1970-01-01 00:00:00.000001981,Graduation,Single,91065.0,0,0,22-02-2013,33,822,114,108,179.0,137.0,114,1,7,9.0,9,3,0,0,1,1,0,0,3,11,1
8581.0,1970-01-01 00:00:00.000001971,Master,Married,49505.0,1,1,05-03-2013,4,604,0,100,19.0,0.0,28,9,10,2.0,8,8,0,0,0,0,0,0,3,11,0
5929.0,1970-01-01 00:00:00.000001973,PhD,Married,37401.0,1,0,06-05-2014,14,19,3,19,3.0,1.0,3,2,2,0.0,3,7,0,0,0,0,0,0,3,11,0
3129.0,1970-01-01 00:00:00.000001983,Graduation,Married,30096.0,1,0,22-05-2014,30,5,3,11,12.0,5.0,9,1,2,0.0,3,6,0,0,0,0,0,0,3,11,0
6528.0,1970-01-01 00:00:00.000001982,Master,Together,18492.0,1,0,05-06-2014,75,2,2,2,2.0,1.0,1,1,1,0.0,2,8,0,0,0,0,0,0,3,11,0
1361.0,1970-01-01 00:00:00.000001974,Master,Married,82584.0,0,0,04-06-2013,26,1076,68,103,29.0,91.0,68,1,3,4.0,8,1,0,1,1,0,0,0,3,11,1
6932.0,1970-01-01 00:00:00.000001941,PhD,Married,93027.0,0,0,13-04-2013,77,1285,42,716,55.0,0.0,21,0,7,10.0,5,2,0,0,1,0,0,0,3,11,0
7284.0,1970-01-01 00:00:00.000001953,Graduation,Married,48686.0,1,2,04-12-2013,8,10,0,7,2.0,0.0,1,1,1,0.0,2,8,0,0,0,0,0,0,3,11,0
1340.0,1970-01-01 00:00:00.000001986,Graduation,Married,92910.0,0,0,24-04-2014,42,551,137,792,179.0,103.0,33,1,6,7.0,13,1,0,1,1,1,0,0,3,11,0
8746.0,1970-01-01 00:00:00.000001989,Graduation,Married,75433.0,1,0,05-04-2014,28,800,0,297,0.0,34.0,57,2,2,5.0,10,6,0,1,0,1,0,0,3,11,0
5987.0,1970-01-01 00:00:00.000001989,2n Cycle,Together,10404.0,1,0,04-05-2014,52,2,2,11,10.0,6.0,12,2,1,0.0,4,5,0,0,0,0,0,0,3,11,0
3767.0,1970-01-01 00:00:00.000001968,Graduation,Married,61314.0,0,1,25-04-2013,1,378,0,189,97.0,172.0,172,2,5,5.0,12,3,0,0,0,0,0,0,3,11,0
3725.0,1970-01-01 00:00:00.000001961,PhD,Single,84865.0,0,0,09-05-2013,1,1248,16,349,43.0,16.0,16,1,2,4.0,9,4,0,1,1,1,1,0,3,11,1
4324.0,1970-01-01 00:00:00.000001989,Graduation,Married,42387.0,1,0,29-10-2012,42,235,0,235,19.0,4.0,191,5,8,1.0,7,8,0,0,0,0,0,0,3,11,0
238.0,1970-01-01 00:00:00.000001967,2n Cycle,Together,67309.0,1,1,23-01-2013,76,515,47,181,149.0,95.0,95,10,9,6.0,9,7,0,0,0,0,0,0,3,11,0
6694.0,1970-01-01 00:00:00.000001964,Graduation,Married,75236.0,0,1,25-11-2013,27,438,66,400,12.0,38.0,114,1,8,3.0,13,4,0,0,0,0,0,0,3,11,0
498.0,1970-01-01 00:00:00.000001970,Graduation,Single,30015.0,1,0,02-02-2014,28,25,0,22,2.0,3.0,5,2,1,0.0,4,5,0,0,0,0,0,0,3,11,0
9347.0,1970-01-01 00:00:00.000001956,Master,Together,50943.0,0,1,21-06-2013,49,31,0,7,2.0,0.0,6,1,1,0.0,3,5,0,0,0,0,0,0,3,11,0
9699.0,1970-01-01 00:00:00.000001966,Graduation,Divorced,67272.0,0,1,21-12-2013,12,357,35,271,28.0,28.0,14,3,6,2.0,12,5,0,0,0,0,0,0,3,11,0
10664.0,1970-01-01 00:00:00.000001949,Master,Widow,51529.0,0,1,07-09-2013,14,400,4,35,6.0,0.0,22,2,9,1.0,5,8,0,0,0,0,0,0,3,11,0
5455.0,1970-01-01 00:00:00.000001971,PhD,Married,32011.0,1,0,22-08-2013,89,99,0,15,2.0,1.0,5,3,2,1.0,4,7,0,0,0,0,0,0,3,11,0
456.0,1970-01-01 00:00:00.000001986,2n Cycle,Married,7705.92,1,0,07-02-2013,96,1,11,5,4.0,6.0,9,2,2,0.0,3,8,0,0,0,0,0,0,3,11,0
5012.0,1970-01-01 00:00:00.000001989,Graduation,Married,28691.0,1,0,04-07-2013,56,5,4,13,8.0,0.0,4,1,1,0.0,3,8,0,0,0,0,0,0,3,11,0
7495.0,1970-01-01 00:00:00.000001948,PhD,Married,56223.0,0,1,20-12-2013,72,77,28,31,16.0,0.0,4,2,2,1.0,5,4,0,0,0,0,0,0,3,11,0
5029.0,1970-01-01 00:00:00.000001946,Graduation,Married,18100.0,0,0,06-08-2013,14,3,1,2,4.0,3.0,1,1,0,0.0,3,5,0,0,0,0,0,0,3,11,0
10642.0,1970-01-01 00:00:00.000001989,Graduation,Single,30279.0,1,0,30-12-2012,13,10,4,14,4.0,4.0,1,1,1,0.0,3,8,0,0,0,0,0,0,3,11,0
2106.0,1970-01-01 00:00:00.000001974,2n Cycle,Married,20130.0,0,0,17-03-2014,98,1,6,3,7.0,6.0,12,1,1,0.0,3,8,0,0,0,0,0,0,3,11,0
10364.0,1970-01-01 00:00:00.000001959,Graduation,Divorced,23295.0,0,0,13-07-2013,72,1,0,2,2.0,12.0,5,1,1,0.0,2,8,0,0,0,0,0,0,3,11,0
5954.0,1970-01-01 00:00:00.000001972,Master,Divorced,42618.0,1,0,09-10-2013,92,76,14,74,13.0,5.0,10,2,5,0.0,4,8,0,0,0,0,0,0,3,11,0
1137.0,1970-01-01 00:00:00.000001964,Graduation,Single,81246.0,0,0,29-12-2013,87,398,172,537,61.0,156.0,37,1,4,5.0,7,1,1,0,0,1,0,0,3,11,0
2541.0,1970-01-01 00:00:00.000001976,Graduation,Married,24027.0,1,0,09-06-2013,7,14,7,11,11.0,0.0,5,2,2,0.0,3,8,0,0,0,0,0,0,3,11,0
1142.0,1970-01-01 00:00:00.000001953,PhD,Married,55707.0,0,1,22-12-2013,91,208,7,82,30.0,66.0,35,2,3,2.0,9,3,0,0,0,0,0,0,3,11,0
2276.0,1970-01-01 00:00:00.000001955,Graduation,Single,57959.0,0,1,02-05-2013,71,430,16,322,43.0,24.0,33,5,4,7.0,11,3,0,0,0,0,0,0,3,11,0
2807.0,1970-01-01 00:00:00.000001969,Graduation,Married,56796.0,0,1,16-02-2013,24,656,38,161,62.0,47.0,37,3,8,9.0,7,7,0,0,0,0,0,0,3,11,0
6471.0,1970-01-01 00:00:00.000001971,Master,Single,36230.0,1,0,17-10-2013,17,14,2,30,8.0,2.0,3,1,2,0.0,4,5,0,0,0,0,0,0,3,11,0
6131.0,1970-01-01 00:00:00.000001980,2n Cycle,Married,70829.0,1,1,01-12-2013,87,141,70,106,72.0,19.0,23,2,4,2.0,8,3,0,0,0,0,0,0,3,11,0
6233.0,1970-01-01 00:00:00.000001976,Graduation,Married,65991.0,0,1,07-09-2012,21,507,19,364,25.0,47.0,9,3,9,5.0,10,7,0,0,0,0,0,0,3,11,0
4148.0,1970-01-01 00:00:00.000001972,Graduation,Married,38988.0,1,2,20-08-2012,90,164,24,103,12.0,3.0,42,7,5,1.0,6,8,0,0,0,0,0,0,3,11,0
4947.0,1970-01-01 00:00:00.000001966,2n Cycle,Single,89572.0,0,0,15-09-2012,44,606,24,915,197.0,177.22000000000025,64,1,7,7.0,9,4,0,1,0,1,0,0,3,11,1
3225.0,1970-01-01 00:00:00.000001984,Master,Married,42207.0,1,0,01-04-2013,71,116,11,72,3.0,17.0,46,4,4,1.0,5,6,1,0,0,0,0,0,3,11,1
7540.0,1970-01-01 00:00:00.000001952,Graduation,Married,50300.0,0,1,25-05-2014,52,143,15,60,24.0,23.0,5,2,2,1.0,8,2,0,0,0,0,0,0,3,11,0
10648.0,1970-01-01 00:00:00.000001982,2n Cycle,Together,66664.0,0,0,25-09-2012,78,398,96,447,220.0,96.0,32,1,5,7.0,6,3,0,0,0,0,0,0,3,11,0
1992.0,1970-01-01 00:00:00.000001964,Graduation,Married,60597.0,0,1,01-01-2014,2,522,0,257,32.0,16.0,66,4,2,2.0,8,7,0,0,0,1,0,0,3,11,1
7851.0,1970-01-01 00:00:00.000001949,Graduation,Widow,70165.0,0,0,22-09-2013,60,161,0,253,199.0,177.22000000000025,122,1,3,7.0,11,1,0,0,0,0,0,0,3,11,0
8594.0,1970-01-01 00:00:00.000001958,PhD,Widow,50520.0,0,1,28-01-2014,25,112,0,6,2.0,1.0,14,2,3,1.0,3,6,0,0,0,0,0,0,3,11,0
7059.0,1970-01-01 00:00:00.000001963,Graduation,Married,80124.0,0,0,26-06-2014,47,483,84,398,205.0,84.0,227,1,3,7.0,8,1,1,0,0,0,0,0,3,11,0
2815.0,1970-01-01 00:00:00.000001975,Graduation,Married,33183.0,1,0,24-02-2014,46,7,5,39,17.0,15.0,37,2,4,0.0,3,7,0,0,0,0,0,0,3,11,0
2416.0,1970-01-01 00:00:00.000001969,PhD,Single,66582.0,0,0,03-03-2014,83,789,25,420,16.0,38.0,0,1,2,8.0,9,1,0,0,0,0,0,0,3,11,0
7999.0,1970-01-01 00:00:00.000001955,PhD,Together,75261.0,0,0,23-04-2013,17,1239,17,413,23.0,34.0,17,1,5,6.0,5,2,0,1,1,0,0,0,3,11,1
9213.0,1970-01-01 00:00:00.000001970,Graduation,Widow,31880.0,1,0,31-10-2012,13,4,1,5,2.0,0.0,3,1,1,0.0,2,8,0,0,0,0,0,0,3,11,0
9697.0,1970-01-01 00:00:00.000001951,Graduation,Married,53790.0,0,2,06-03-2014,86,335,42,127,28.0,5.0,5,3,7,2.0,8,6,0,0,0,0,0,0,3,11,0
3916.0,1970-01-01 00:00:00.000001971,PhD,Together,49269.0,1,0,15-08-2012,92,639,8,166,11.0,8.0,58,3,7,3.0,12,7,0,0,0,0,0,0,3,11,0
2021.0,1970-01-01 00:00:00.000001975,Graduation,Married,61456.0,0,1,27-03-2013,47,563,76,384,84.0,177.22000000000025,89,4,6,10.0,13,4,0,0,0,0,0,0,3,11,0
1581.0,1970-01-01 00:00:00.000001980,Graduation,Married,37406.0,1,0,10-10-2013,18,2,0,8,2.0,2.0,3,1,1,0.0,2,8,0,0,0,0,0,0,3,11,1
564.0,1970-01-01 00:00:00.000001981,PhD,Together,56937.0,1,0,04-08-2012,81,746,8,125,11.0,8.0,8,7,8,6.0,9,6,0,1,0,0,0,0,3,11,1
6619.0,1970-01-01 00:00:00.000001978,Graduation,Married,38415.0,1,1,02-01-2013,91,22,1,13,4.0,0.0,4,2,1,0.0,3,7,0,0,0,0,0,0,3,11,0
9081.0,1970-01-01 00:00:00.000001988,Graduation,Single,20518.0,1,0,18-05-2014,58,4,1,6,4.0,1.0,9,1,1,1.0,2,5,0,0,0,0,0,0,3,11,0
178.0,1970-01-01 00:00:00.000001956,Graduation,Married,62503.0,0,1,18-02-2013,40,478,0,193,110.0,75.0,117,4,8,3.0,11,5,0,0,0,0,0,0,3,11,0
916.0,1970-01-01 00:00:00.000001972,PhD,Single,41644.0,1,1,09-05-2014,67,20,3,4,2.0,0.0,2,2,1,0.0,3,3,0,0,0,0,0,0,3,11,0
5512.0,1970-01-01 00:00:00.000001977,Master,Married,55842.0,0,1,23-05-2014,19,451,0,39,0.0,4.0,24,1,7,1.0,8,5,0,0,0,0,0,0,3,11,0
8970.0,1970-01-01 00:00:00.000001972,PhD,Married,62010.0,0,1,23-10-2012,93,371,22,39,6.0,0.0,92,4,6,2.0,7,5,0,0,0,0,0,0,3,11,0
10581.0,1970-01-01 00:00:00.000001977,Graduation,Married,41124.0,1,0,31-10-2012,41,281,7,84,15.0,0.0,119,7,7,3.0,4,8,0,0,0,0,0,0,3,11,0
5300.0,1970-01-01 00:00:00.000001973,Master,Married,38961.0,1,0,30-12-2013,60,19,7,19,0.0,1.0,24,1,2,1.0,2,7,0,0,0,0,0,0,3,11,0
5154.0,1970-01-01 00:00:00.000001972,Master,Divorced,37760.0,1,0,11-08-2013,54,26,3,13,2.0,10.0,0,1,2,0.0,3,6,0,0,0,0,0,0,3,11,0
8346.0,1970-01-01 00:00:00.000001974,Graduation,Single,32233.0,1,0,19-08-2012,26,138,15,35,25.0,11.0,72,2,6,2.0,2,9,1,0,0,0,0,0,3,11,1
1676.0,1970-01-01 00:00:00.000001975,Graduation,Married,43057.0,0,1,30-10-2013,30,213,2,44,0.0,2.0,5,4,4,2.0,5,5,0,0,0,0,0,0,3,11,0
9286.0,1970-01-01 00:00:00.000001960,Master,Together,83151.0,0,0,10-10-2012,93,407,28,100,120.0,74.0,18,1,5,9.0,4,3,0,0,0,0,0,0,3,11,0
2426.0,1970-01-01 00:00:00.000001964,PhD,Divorced,78825.0,0,0,14-09-2012,35,483,74,114,169.0,37.0,18,1,5,10.0,13,3,0,0,0,0,0,0,3,11,1
5172.0,1970-01-01 00:00:00.000001976,Master,Together,65104.0,0,1,14-11-2013,4,738,0,232,13.0,20.0,50,2,3,5.0,7,7,0,0,0,0,0,0,3,11,0
5562.0,1970-01-01 00:00:00.000001974,Graduation,Married,60093.0,0,1,26-06-2013,92,502,12,109,16.0,6.0,90,2,7,2.0,10,6,0,0,0,0,0,0,3,11,0
3436.0,1970-01-01 00:00:00.000001969,Graduation,Married,14045.0,1,0,26-01-2014,24,11,0,5,2.0,1.0,1,1,1,0.0,3,7,0,0,0,0,0,0,3,11,0
3921.0,1970-01-01 00:00:00.000001952,2n Cycle,Widow,28457.0,0,0,28-10-2012,96,24,1,108,29.0,29.0,14,1,4,1.0,4,8,0,0,0,0,0,0,3,11,0
3403.0,1970-01-01 00:00:00.000001958,PhD,Together,78952.0,0,1,24-09-2012,11,1170,19,594,99.0,76.0,134,2,2,5.0,12,6,0,0,0,0,0,0,3,11,0
123.78,1970-01-01 00:00:00.000001976,Graduation,Divorced,46310.0,1,0,03-12-2012,98,185,2,88,15.0,5.0,14,2,6,1.0,5,8,0,0,0,0,0,0,3,11,0
10965.0,1970-01-01 00:00:00.000001955,Graduation,Together,76005.0,0,0,22-02-2013,72,983,20,389,226.22000000000025,50.0,40,1,3,5.0,13,6,0,0,0,1,0,0,3,11,0
9426.0,1970-01-01 00:00:00.000001964,Master,Single,58308.0,0,1,12-01-2013,77,691,0,69,10.0,0.0,130,4,2,6.0,3,8,0,0,0,0,0,0,3,11,0
6605.0,1970-01-01 00:00:00.000001944,PhD,Divorced,55614.0,0,0,27-11-2013,85,504,13,131,8.0,0.0,26,1,9,4.0,6,7,0,1,0,0,0,0,3,11,0
3136.0,1970-01-01 00:00:00.000001962,Master,Divorced,59432.0,0,1,13-04-2013,88,317,25,265,25.0,19.0,12,3,5,3.0,11,5,0,0,0,0,0,0,3,11,0
8737.0,1970-01-01 00:00:00.000001978,Graduation,Divorced,55563.0,0,1,05-04-2014,22,29,1,9,2.0,0.0,2,1,2,0.0,3,3,0,0,0,0,0,0,3,11,0
11074.61,1970-01-01 00:00:00.000001971,PhD,Together,78642.0,0,1,21-04-2013,83,1285,0,322,46.0,35.0,17,1,4,9.0,4,6,0,0,0,0,0,0,3,11,0
716.0,1970-01-01 00:00:00.000001949,PhD,Together,67911.0,0,1,22-05-2014,63,529,0,356,63.0,28.0,0,3,6,7.0,11,3,0,0,0,0,0,0,3,11,0
466.0,1970-01-01 00:00:00.000001944,Graduation,Married,65275.0,0,0,03-04-2013,9,388,14,218,91.0,14.0,21,1,4,3.0,13,2,0,0,0,0,0,0,3,11,0
9135.0,1970-01-01 00:00:00.000001950,Graduation,Together,27203.0,1,1,06-08-2012,92,13,2,21,4.0,0.0,24,2,1,1.0,2,8,0,0,0,0,0,0,3,11,0
10623.0,1970-01-01 00:00:00.000001961,Master,Together,48330.0,0,1,15-11-2013,2,28,0,4,0.0,0.0,0,1,1,0.0,3,5,0,0,0,0,0,0,3,11,0
8151.0,1970-01-01 00:00:00.000001990,Basic,Married,24279.0,0,0,29-12-2012,6,16,36,21,20.0,62.0,108,1,4,1.0,3,8,0,0,0,0,0,0,3,11,0
5140.0,1970-01-01 00:00:00.000001985,PhD,Married,64355.0,1,0,24-08-2012,66,1047,0,140,67.0,38.0,153,2,4,3.0,12,8,0,0,0,0,0,0,3,11,0
10160.0,1970-01-01 00:00:00.000001956,Master,Together,50943.0,0,1,21-06-2013,49,31,0,7,2.0,0.0,6,1,1,0.0,3,5,0,0,0,0,0,0,3,11,0
4945.0,1970-01-01 00:00:00.000001953,Graduation,Widow,53653.0,0,0,07-11-2012,29,815,10,239,28.0,10.0,108,2,10,4.0,12,6,0,0,0,0,0,0,3,11,0
10584.0,1970-01-01 00:00:00.000001976,Graduation,Married,65665.0,0,1,02-12-2013,77,225,162,387,106.0,36.0,29,1,5,10.0,8,3,0,0,0,0,0,0,3,11,0
6071.0,1970-01-01 00:00:00.000001989,Graduation,Single,81217.0,0,0,19-07-2013,77,493,70,324,146.0,40.0,84,1,3,7.0,11,1,0,0,0,0,0,0,3,11,0
3386.0,1970-01-01 00:00:00.000001992,Graduation,Married,34935.0,0,0,21-06-2013,71,34,4,66,3.0,10.0,20,1,2,1.0,4,7,0,0,0,0,0,0,3,11,0
8939.0,1970-01-01 00:00:00.000001959,Graduation,Divorced,61250.0,0,1,16-12-2012,49,382,138,65,60.0,26.0,59,6,5,2.0,12,5,0,0,0,0,0,0,3,11,0
9925.0,1970-01-01 00:00:00.000001981,PhD,Together,39665.0,1,0,25-05-2013,97,127,1,56,0.0,1.0,31,3,4,2.0,3,7,1,0,0,0,0,0,3,11,0
4320.0,1970-01-01 00:00:00.000001979,Graduation,Single,60152.0,0,1,28-03-2013,6,325,83,300,86.0,58.0,91,1,6,4.0,12,3,0,0,0,0,0,0,3,11,0
